reference_number,watch_url,type,brand,year_introduced,parent_model,specific_model,nickname,marketing_name,style,currency,price,image_url,made_in,case_shape,case_material,case_finish,caseback,diameter,between_lugs,lug_to_lug,case_thickness,bezel_material,bezel_color,crystal,water_resistance,weight,dial_color,numerals,bracelet_material,bracelet_color,clasp_type,movement,caliber,power_reserve,frequency,jewels,features,description,short_description,hash_watch_url
101.032,https://www.my-watchsite.com/lange-1/3572-lange-1.html,,A. Lange & Söhne,2009.0,Lange 1,Lange 1,,,,USD,30000.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214301/a-lange-soehne-saxonia-thin-201027-800x1415.jpg,,Round,Rose Gold,,Transparent,38.5 mm,,,10 mm,,,Sapphire,,,Silver,Roman numerals,"Crocodile, Leather",Black,"Pin Buckle, Buckle",Manual winding,Lange L901.0,72 hours,,53.0,"Power Reserve Indication, Date, Small Seconds, Seconds",Movement Precision-adjusted movement in five positions Twin mainspring barrel Plates and bridges made of untreated German silver Balance cock engraved by hand 365 movement parts 53 jewels 9 screwed gold chatons Lever escapement Shock-resistant Glucydur screw balance Nivarox balance spring Frequency : 21 600 semi-oscillations per hour Whiplash precision index adjuster Patented beat adjustment system Power reserve 72 hours 18 carats pink gold case Rhodiumed gold hands and appliques Prong buckle in solid pink gold,,ae2265c7ae5ff88598cd8685cde5f207
234.032,https://www.my-watchsite.com/1815/4624-1815-up-down.html,,A. Lange & Söhne,2013.0,1815,1815 UP/DOWN,,,,USD,27500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214308/a-lange-soehne-datograph-perpetual-tourbillon-740056fe.jpg,,Round,Rose Gold,,Transparent,39.0 mm,,,8.90 mm,,,Sapphire,,,Silver,Arabic numerals,"Crocodile, Leather",Brown,"Pin Buckle, Buckle",Manual winding,L051.2,72 hours,,29.0,"Power Reserve Indication, Small Seconds, Seconds",Movement  Lange manufacture calibre Crafted to the most exacting Lange quality standards Pprecision-adjusted in five positions  Plates and bridges made of untreated German silver Balance cock engraved by hand   245 parts  29 Jewels  7 Screwed gold chatons   Lever escapement  Oscillator shock-resistant screw balance Superior-quality balance spring manufactured in-house   Frequency: 21.600 semi-oscillations per hour Precision beat adjustment system with lateral setscrew and whiplash spring   Power reserve: 72 hours when fully wound Case  Crystal and caseback Sapphire crystal Hardness 9  Strap  Hand-stitched crocodile strap. reddish-brown  Prong buckle in pink gold,,7a87aeeaa4485253864b2f7108677db6
720.038,https://www.my-watchsite.com/a-lange-sohne/5858-lange-1-tourbillon-perpetual-calendar.html,,A. Lange & Söhne,2016.0,,Lange 1 Tourbillon Perpetual Calendar,,,Dress,USD,347500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214307/a-lange-soehne-double-split-404032.jpg,,Round,White Gold,,Transparent,41.9 mm,,,12.2 mm,,,Sapphire,,,Gray,Roman numerals,"Alligator, Leather",Black,Folding Clasp,Automatic,L082.1,50 hours,,76.0,"Perpetual Calendar, Day, Tourbillon, Calendar, Date, Moon Phases, Small Seconds, Seconds","Movement Lange manufacture calibre L082.1; self-winding Decorated and assembled by hand Precision-adjusted in five positions Plates and bridges made of untreated German silver Central element of the unidirectional winding rotor in 21-carat gold with platinum centrifugal mass Intermediate-wheel and tourbillon cocks engraved by hand Movement dimensions Diameter: 34.1 millimetres; height: 7.8 millimetres Movement parts: 624 76 jewels including one diamond endstone 6 screwed gold chatons including one diamond endstone Lever escapement Shock-resistant oscillator balance with eccentric poising weights Balance spring manufactured in-house with a frequency of 21,600 semi-oscillations per hour Power reserve of 50 hours when fully wound Case Crown for winding the watch and setting the time; recessed push pieces for advancing all calendar displays or separately correcting the month, day of week and moon phase Crystal and back: sapphire crystal (Mohs hardness 9) Dial Solid silver, grey Strap/Buckle Strap Hand-stitched alligator leather strap, black Buckle Lange deployant buckle in white gold",,b325cc76a6f0b3b97f4e1706885495ac
115.026,https://www.my-watchsite.com/lange-1/331-grande-lange-1.html,,A. Lange & Söhne,2008.0,Lange 1,Grande Lange 1,,,,USD,46500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214259/a-lange-soehne-1815-annual-calendar-238032-e.jpg,,Round,Platinum,,Transparent,41.9 mm,,,11 mm,,,Sapphire,,,,Roman numerals,"Crocodile, Leather",Black,"Pin Buckle, Buckle",Manual winding,Lange L901.2,72 hours,,53.0,"Power Reserve Indication, Date, Small Seconds, Seconds",Movement Precision-adjusted movement in five positions Twin mainspring barrel Plates and bridges made of untreated German silver Balance cock engraved by hand 365 movement parts 53 jewels 9 screwed gold chatons Lever escapement Shock-resistant glucydur screw balance Nivarox balance spring Frequency : 21 600 semi-oscillations per hour Whiplash precision index adjuster with patented beat adjustment mechanism 72 hours power reserve Appliques in gold Prong buckle in solid platinum,,86d673a2bf44e2b365bbe3f6ca59d67f
216.032,https://www.my-watchsite.com/saxonia/1898-saxonia.html,,A. Lange & Söhne,2011.0,Saxonia,Saxonia,,,,USD,17000.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214313/a-lange-soehne-lange-1-tourbillon-perpetual-calendar-720066fe-800x1316.jpg,,Round,Rose Gold,,Transparent,37 mm,,,7.80 mm,,,Sapphire,,,Silver,No numerals,"Crocodile, Leather",Brown,"Pin Buckle, Buckle",Manual winding,L941.1,45 hours,,21.0,"Stop-Second, Small Seconds, Seconds",Movement Lange manufacture calibre L941.1. crafted to the most exacting Lange quality standards Largely decorated and assembled by hand Precision-adjusted in five positions Plates in untreated German silver Balance cock engraved by hand Lever escapement Diameter: 25.6mm Height: 3.2mm 21 jewels 164 components 4 screwed gold chatons Shock-resistant glucydur screw balance Nivarox balance spring Precision beat adjustment with whiplash spring with patented beat adjustment system Frequency: 21.600 semi-oscillations per hour Power reserve: 45 hours when fully wound Hand-stitched crocodile strap Heavy Lange prong buckle in pink gold,,7354bb885dfb53b255f5255ff381cbe8
380.027,https://www.my-watchsite.com/saxonia/5090-saxonia-automatique.html,,A. Lange & Söhne,2015.0,Saxonia,Saxonia Automatique,,,,USD,25000.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214312/a-lange-soehne-little-lange-1-181038.jpg,,Round,White Gold,,Transparent,38.5 mm,,,7.8 mm,,,Sapphire,,,,No numerals,"Alligator, Leather",Black,"Pin Buckle, Buckle",Automatic,Lange manufacture calibre L086.1,72 hours,,31.0,"Small Seconds, Seconds",Movement Lange manufacture calibre L086.1; self-winding. crafted to the most exacting Lange quality standards. decorated and assembled by hand; precision-adjusted in five positions; plates and bridges made of untreated German silver; balance cock engraved by hand Diameter: 30.4 millimetres Height: 3.7 millimetres Movement parts: 209 Jewels: 31 Lever escapement Shock-resistant screw balance; superior-quality balance spring manufactured in-house with a frequency of 21.600 semi- oscillations per hour. precision beat adjustment system with lateral setscrew and whiplash spring Power reserve 72 hours when fully wound Subsidiary seconds with stop seconds Hand-stitched black alligator strap Lange prong buckle in white gold,,4f99d5b03ada39595b6840c1d1a04895
424.038F,https://www.my-watchsite.com/triple-split/6496-triple-split.html,,A. Lange & Söhne,2018.0,Triple Split,Triple Split,,,Chronograph,USD,151500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214311/a-lange-soehne-little-lange-1-moon-phase-182030.jpg,,Round,White Gold,,Transparent,43.2 mm,,,15.6 mm,,,Sapphire,,,Gray,No numerals,"Alligator, Leather",Black,Folding Clasp,Manual winding,L132.1,55 hours,,,"Luminous, Chronograph, Flyback, Power Reserve Indication, Small Seconds, Seconds","Movement Manually wound Crafted to the most exacting Lange quality standards Precision-adjusted in five positions Plates and bridges made of untreated German silver Balance cock engraved by hand Movement parts : 567 Jewels : 46 Screwed gold chatons : 5 Lever Escapement Oscillation system Shock-resistant balance with eccentric poising weights Balance spring manufactured in-house with a frequency of 21,600 semi-oscillations per hour Precision beat adjustment system with lateral setscrew and whiplash spring Power reserve 55 hours when fully wound Functions Time indicated in hours Minutes and subsidiary seconds with stop seconds Flyback chronograph with triple rattrapante for additive and lap time measurements in the range between one-sixth of a second and twelve hours Precisely jumping chronograph and rattrapante minute counter Continuous chronograph and rattrapante hour counter Tachymeter scale UP/DOWN power-reserve indicator Movement dimensions Diameter: 30.6 millimetres Height: 9.4 millimetres Glass and caseback Sapphire crystal (Mohs hardness 9) Case White Gold Dial Solid silver Grey Appliques Rhodiumed gold Hour and minute hands (luminous), seconds hand and chronograph minute-counter hand in rhodiumed gold Chronograph and power reserve hands in rhodiumed steel All rattrapante hands in blued steel Strap / Buckles Hand-stitched alligator leather, black Deployant buckle in white gold",,77adf2f92f2f45c135e3a56ec68b3516
260.025,https://www.my-watchsite.com/richard-lange/262-richard-lange-pour-le-merite.html,,A. Lange & Söhne,2009.0,Richard Lange,Richard Lange 'Pour le Mérite',,,,USD,,https://cdn.thewatchpages.com/app/uploads/2020/03/13214258/a-lange-soehne-1815-rattrapante-perpetual-calendar-421025fe.jpg,,Round,Platinum,,Transparent,40.5 mm,,,10.7 mm,,,Sapphire,,,White,"Arabic numerals, Roman numerals","Crocodile, Leather",Brown,"Pin Buckle, Buckle",Manual winding,Lange L044.1,36 hours,,33.0,"Small Seconds, Seconds",Movement Précision-adjusted movement in five positions Fusée-and-chain transmission. decorated and assembled by hand Three-quarter plate made of untreated German silver Balance as well as escape-wheel and fourth-wheel cocks engraved by hand 279 movement parts (+ 636 parts for the chain) 33 jewels 2 screwed gold chatons Lever escapement Shock-resistant Glucydur screw balance Balance spring made in-house Whiplash spring Frequency : 21 600 semi-oscillations per hour Small seconds with stop seconds Power reserve 36 hours Prong buckle in solid platinum,,72ed83c2cebc56db062da96a00391a94
320.021,https://www.my-watchsite.com/lange-1/701-lange-1-daymatic.html,,A. Lange & Söhne,2010.0,Lange 1,Lange 1 Daymatic,,,,USD,42000.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214226/a-lange-soehne-lange-1-191039.jpg,,Round,Gold,,Transparent,39.5 mm,,,10.4 mm,,,Sapphire,,,Champagne,Roman numerals,"Crocodile, Leather",Brown,"Pin Buckle, Buckle",Automatic,Lange L021.1,50 hours,,67.0,"Stop-Second, Date, Retrograde Display, Small Seconds, Seconds",Retrograde day-of-week display Movement Diameter : 31.6 mm Height : 6.1 mm 426 components 67 jewels 7 screwed gold chatons Precision-adjusted in five positions Central rotor with centrifugal mass in platinum Balance cock engraved by hand Lever escapement Shock-resistant glucydur balance with eccentric poising weights Superior quality balance spring manufactured in-house Precision beat adjustment system with lateral setscrew and whiplash spring Frequency :  21 600 semi-oscillations per hour 50 hours power reserve Hand-stitched crocodile strap Prong buckle in solid gold,,f34a243b7c761fa85c68a9f89e0747d1
238.026,https://www.my-watchsite.com/1815/6048-1815-quantieme-annuel.html,,A. Lange & Söhne,,1815,1815 Annual Calendar,,,,USD,42000.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214305/a-lange-soehne-saxonia-219043.jpg,,Round,White Gold,,,40 mm,,,10.1 mm,,,Sapphire,,,Silver,Arabic numerals,"Alligator, Leather",Black,"Pin Buckle, Buckle",Manual winding,L051.3,72 hours,,26.0,"Minutes, Day, Annual Calendar, Hours, Stop-Second, Calendar, Date, Month, Seconds","Movement Lange manufacture calibre L051.3 manually wound crafted to the most exacting Lange quality standards decorated and assembled by hand Precision-adjusted in five positions Plates made of untreated German silver Balance cock engraved by hand Movement parts 345 Jewels 26 Screwed gold chatons 3 Lever escapement Oscillation system Shock-resistant screw balance Balance spring manufactured in-house with a frequency of 21,600 semi-oscillations per hour whiplash precision index adjuster with beat adjustment mechanism Power reserve 72 hours when fully wound Movement dimensions Diameter: 30.6 millimetres Height: 5.7 millimetres Case White gold Glass and caseback Sapphire crystal (Mohs hardness 9) Dial Solid silver argenté Hands Time indication Blued steel Calendar indications: rhodiumed gold Strap / Buckles Hand-stitched alligator leather strap black Prong buckle in white gold",,d2daacd2bf7742b0ce8585517851d51a
117.032,https://www.my-watchsite.com/lange-1/3143-grande-lange-1.html,,A. Lange & Söhne,2012.0,Lange 1,Grande Lange 1,,,,USD,40500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214254/a-lange-soehne-richard-lange-perpetual-calendar-terraluna-180032fe.jpg,,Round,Rose Gold,,Transparent,40.9 mm,,,8.8 mm,,,Sapphire,,,,Roman numerals,"Crocodile, Leather",Brown,"Pin Buckle, Buckle",Manual winding,Calibre L095.1,72 hours,,,"Stop-Second, Date, Power Reserve Indication, Small Seconds, Seconds",Movement Precision-adjusted in five positions Plates and bridges made of untreated German silver Parts : 397   Jewels 42  Lever escapement   Shock-resistant screw balance Balance spring manufactured in-house. Frequency : 21.600 semi-oscillations per  hour Precision beat adjustment system with lateral setscrew and whiplash spring   Power reserve : 72 hours   Strap : hand-stitched crocodile brown Lange prong buckle in pink gold,,7e824927ba0372b023fc3f4a6fb056bd
109.021,https://www.my-watchsite.com/lange-1/3386-lange-1-phases-de-lune.html,,A. Lange & Söhne,2002.0,Lange 1,Lange 1 Phases de Lune,,,,USD,37000.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214258/a-lange-soehne-1815-tourbillon-730079.jpg,,Round,Gold,,Transparent,38.50 mm,,,10.40 mm,,,Sapphire,,,Silver,Roman numerals,"Crocodile, Leather",Brown,,Manual winding,Lange L901.5,,,,"Luminous, Power Reserve Indication, Date, Moon Phases, Small Seconds, Seconds",Movement 398 components Solid gold moonphase disc case and buckle in 18-carat yellow gold,,7d39af3e616e6c65fd4b8db08894fa97
115.032,https://www.my-watchsite.com/lange-1/332-grande-lange-1.html,,A. Lange & Söhne,2008.0,Lange 1,Grande Lange 1,,,,USD,35500.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214307/a-lange-soehne-datograph-updown-405035-800x1280.jpg,,Round,Rose Gold,,Transparent,41.9 mm,,,11 mm,,,Sapphire,,,Silver,Roman numerals,"Crocodile, Leather",Brown,"Pin Buckle, Buckle",Manual winding,Lange L901.2,72 hours,,53.0,"Power Reserve Indication, Date, Small Seconds, Seconds",Movement Precision-adjusted movement in five positions Twin mainspring barrel Plates and bridges made of untreated German silver Balance cock engraved by hand 365 movement parts 53 jewels 9 screwed gold chatons Lever escapement Shock-resistant glucydur screw balance Nivarox balance spring Frequency : 21 600 semi-oscillations per hour Whiplash precision index adjuster with patented beat adjustment mechanism 72 hours power reserve 18-carat pink gold case Appliques in gold Prong buckle in solid gold,,d6e2d3331fa56c2ab4978903f10ec639
215.026,https://www.my-watchsite.com/saxonia/338-saxonia.html,,A. Lange & Söhne,2007.0,Saxonia,Saxonia,,,,USD,,https://cdn.thewatchpages.com/app/uploads/2021/04/13203235/a-lange-soehne-little-lange-1-moon-phase-182086-800x1411.jpg,,Round,White Gold,,Transparent,37 mm,,,7.3 mm,,,Sapphire,,,Silver,No numerals,"Crocodile, Leather",Black,"Pin Buckle, Buckle",Manual winding,Lange L941.1,46 hours,,21.0,"Small Seconds, Seconds",Movement Precision-adjusted movement in five positions Plates and bridges made of untreated German silver Balance cock engraved by hand 164 movement parts 21 jewels 4 Screwed gold chatonsLever escapement Shock-resistant Glucydur screw balance Nivarox balance spring Frequency : 21 600 semi-oscillations per hour Whiplash precision index adjuster with patented beat adjustment mechanism 46 hours power reserve Prong buckle in solid white gold,,df271ad1c70bb5576ffa448b9f2c8f1f
211.033,https://www.my-watchsite.com/saxonia/5860-saxonia-thin.html,,A. Lange & Söhne,2016.0,Saxonia,Saxonia Thin,,,,USD,23000.0,https://cdn.thewatchpages.com/app/uploads/2020/03/13214306/a-lange-soehne-langematik-perpetual-honeygold-310050-e.jpg,,Round,Rose Gold,,Transparent,40 mm,,,5.9 mm,,,Sapphire,,,Silver,No numerals,"Alligator, Leather",Brown,"Pin Buckle, Buckle",Manual winding,L093.1,,,,,"Movement Lange manufacture calibre L093.1; manually wound, crafted to the most exacting Lange quality standards, decorated and assembled by hand Precision-adjusted in five positions Made of untreated German silver Balance cock engraved by hand Movement parts : 167 Jewels : 21 Screwed gold chatons : 3 Lever escapement Shock-resistant screw balance; balance spring manufactured inhouse with a frequency of 21,600 semi-oscillations per hour, precision beat-adjustment system with lateral set screw and whiplash spring Movement dimensions Diameter: 28.0 millimetres; height: 2.9 millimetres Case Pink gold Crown for winding the watch and setting the time Crystal and back Sapphire crystal (Mohs hardness 9) Dial Solid silver Strap/Buckle Hand-stitched alligator leather strap, brown Pink-gold prong buckle",,8aba6fc2d63aa823d7f8358f40148b09
